Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
Ilapality,1567766,2050192,Ilapality,"Ilapality, Toliara, Madagascar, Africa",108,20,346,2050192,1567766,1567766,1
South Moor Colliery,1567767,2050193,South Moor Colliery,"South Moor Colliery, Durham, England, United Kingdom, Europe",108,20,346,2050193,1567767,1567767,1
Near Andermatt,1567770,2050196,Near Andermatt,"Near Andermatt, Andermatt, Batzberg, Uri, Switzerland, Europe",108,20,346,2050196,1567770,1567770,1
White Canyon Area,1567771,2050197,White Canyon Area,"White Canyon Area, Utah, USA, North America",108,20,346,2050197,1567771,1567771,1
Solbec Mine,1567774,2050200,Solbec Mine,"Solbec Mine, Quebec, Canada, North America",108,20,346,2050200,1567774,1567774,1
Osceola Mine,1567776,2050202,Osceola Mine,"Osceola Mine, La Salle, Michigan, USA, North America",108,20,346,2050202,1567776,1567776,1
Val Curnera,1567777,2050203,Val Curnera,"Val Curnera, Switzerland, Europe",108,20,346,2050203,1567777,1567777,1
Buck Creek Corundum Mine,1567778,2050204,Buck Creek Corundum Mine,"Buck Creek Corundum Mine, Buck Creek  Mine, Clay, North Carolina, USA, North America",108,20,346,2050204,1567778,1567778,1
"1340 drift, 1300' level; from gneiss zone near core of ore body",1567779,2050205,"1340 drift, 1300' level; from gneiss zone near core of ore body","1340 drift, 1300' level; from gneiss zone near core of ore body, Sterling Mine, Ogdensburg, Sussex Co., New Jersey, USA, North America",108,20,346,2050205,1567779,1567779,1
South Terras Mine,1567781,2050207,South Terras Mine,"South Terras Mine, Cornwall, England, United Kingdom, Europe",108,20,346,2050207,1567781,1567781,1
Frankford,1567782,2050208,Frankford,"Frankford, Pennsylvania, USA, North America",108,20,346,2050208,1567782,1567782,1
near Philadelphia,1567783,2050209,near Philadelphia,"near Philadelphia, Frankford, Pennsylvania, USA, North America",108,20,346,2050209,1567783,1567783,1
level 425,1567785,2050211,level 425,"level 425, San Emeterio Vein, Fresnillo, Municipio de Fresnillo, Zacatecas, Mexico, North America",108,20,346,2050211,1567785,1567785,1
Mauch Chunk,1567786,2050212,Mauch Chunk,"Mauch Chunk, Jim Thorpe, Carbon Co., Pennsylvania, USA, North America",108,20,346,2050212,1567786,1567786,1
Hebeal's Placer,1567787,2050213,Hebeal's Placer,"Hebeal's Placer, Pennington Co., South Dakota, USA, North America",108,20,346,2050213,1567787,1567787,1
Tynagh Mine,1567790,2050216,Tynagh Mine,"Tynagh Mine, Killimor, County Galway, Ireland, Europe",108,20,346,2050216,1567790,1567790,1
Sugar Hill Se Extension Of Speckled Mtn.,1567791,2050217,Sugar Hill Se Extension Of Speckled Mtn.,"Sugar Hill Se Extension Of Speckled Mtn., Stoneham, Oxford Co., Maine, USA, North America",108,20,346,2050217,1567791,1567791,1
Munhamola Mine,1567792,2050218,Munhamola Mine,"Munhamola Mine, Alto Lighona, Zambezia, Mozambique, Africa",108,20,346,2050218,1567792,1567792,1
Monroe Reservoir,1567793,2050219,Monroe Reservoir,"Monroe Reservoir, Monroe Co., Indiana, USA, North America",108,20,346,2050219,1567793,1567793,1
Zittau,1567794,2050220,Zittau,"Zittau, Saxony, Germany, Europe",108,20,346,2050220,1567794,1567794,1
Hirschenfelde,1567795,2050221,Hirschenfelde,"Hirschenfelde, Zittau, Saxony, Germany, Europe",108,20,346,2050221,1567795,1567795,1
Maderanertal,1567796,2050222,Maderanertal,"Maderanertal, Uri, Switzerland, Europe",108,20,346,2050222,1567796,1567796,1
Grieserthal,1567797,2050223,Grieserthal,"Grieserthal, Maderanertal, Uri, Switzerland, Europe",108,20,346,2050223,1567797,1567797,1
Siquenza,1567798,2050224,Siquenza,"Siquenza, Mexico, North America",108,20,346,2050224,1567798,1567798,1
Proboscht Valley,1567799,2050225,Proboscht Valley,"Proboscht Valley, Bohemia, Czech Republic, Europe",108,20,346,2050225,1567799,1567799,1
"Cobrizos, Sur Lipez",1567800,2050226,"Cobrizos, Sur Lipez","Cobrizos, Sur Lipez, Corocoro, Pacajes, La Paz, Bolivia, South America",108,20,346,2050226,1567800,1567800,1
Lane #4 Quarry,1567801,2050227,Lane #4 Quarry,"Lane #4 Quarry, Westfield, Hampden Co., Massachusetts, USA, North America",108,20,346,2050227,1567801,1567801,1
Gerfalia,1567802,2050228,Gerfalia,"Gerfalia, Tuscany, Italy, Europe",108,20,346,2050228,1567802,1567802,1
2nd bench,1567803,2050229,2nd bench,"2nd bench, Meshberger Stone Inc. Quarry, Colombus, Bartholomew, Indiana, USA, North America",108,20,346,2050229,1567803,1567803,1
Wide West Vein,1567804,2050230,Wide West Vein,"Wide West Vein, Aurora, Mineral Co., Nevada, USA, North America",108,20,346,2050230,1567804,1567804,1
Bullah Delah,1567805,2050231,Bullah Delah,"Bullah Delah, New South Wales, Australia, Oceana",108,20,346,2050231,1567805,1567805,1
Valley,1567806,2050232,Valley,"Valley, Virginia, USA, North America",108,20,346,2050232,1567806,1567806,1
Belgrade,1567807,2050233,Belgrade,"Belgrade, Serbia, Europe",108,20,346,2050233,1567807,1567807,1
Rix Athabaska Mines,1567808,2050234,Rix Athabaska Mines,"Rix Athabaska Mines, Saskatchewan, Canada, North America",108,20,346,2050234,1567808,1567808,1
Scharfenberg,1567809,2050235,Scharfenberg,"Scharfenberg, Saxony, Germany, Europe",108,20,346,2050235,1567809,1567809,1
Cookstove Mtn.,1567810,2050236,Cookstove Mtn.,"Cookstove Mtn., El Paso Co., Colorado, USA, North America",108,20,346,2050236,1567810,1567810,1
Masutomi-mura,1567814,2050240,Masutomi-mura,"Masutomi-mura, Masutomi Mine, Kitakoma, Yamanashi, Japan, Asia",108,20,346,2050240,1567814,1567814,1
Piraja Deposit,1567815,2050241,Piraja Deposit,"Piraja Deposit, Brumado, Bahia, Brazil, South America",108,20,346,2050241,1567815,1567815,1
Spice Hill,1567816,2050242,Spice Hill,"Spice Hill, East Hampton, Middlesex Co., Connecticut, USA, North America",108,20,346,2050242,1567816,1567816,1
Jarosa,1567817,2050243,Jarosa,"Jarosa, Sierra Almagrereo, Spain, Europe",108,20,346,2050243,1567817,1567817,1
Gastein,1567818,2050244,Gastein,"Gastein, Salzburg, Austria, Europe",108,20,346,2050244,1567818,1567818,1
Hallstadt,1567819,2050245,Hallstadt,"Hallstadt, Salzburg, Austria, Europe",108,20,346,2050245,1567819,1567819,1
Delirio Mine,1567820,2050246,Delirio Mine,"Delirio Mine, Inca de Oro, Chanaral, Atacama, Chile, South America",108,20,346,2050246,1567820,1567820,1
Waterberg District,1567822,2050248,Waterberg District,"Waterberg District, POTGEITERUST, Transvaal, South Africa, Africa",108,20,346,2050248,1567822,1567822,1
Rotgulden,1567824,2050250,Rotgulden,"Rotgulden, Murwinkel, Lungau, Salzburg, Austria, Europe",108,20,346,2050250,1567824,1567824,1
Wessels Mine,1567825,2050251,Wessels Mine,"Wessels Mine, Kuruman, Northern Cape, South Africa, Africa",108,20,346,2050251,1567825,1567825,1
3800' level,1567826,2050252,3800' level,"3800' level, Homestake Mine, Lead, Lawrence Co., South Dakota, USA, North America",108,20,346,2050252,1567826,1567826,1
Irish Creek,1567827,2050253,Irish Creek,"Irish Creek, Rockbridge Co., Virginia, USA, North America",108,20,346,2050253,1567827,1567827,1
Barrie,1567828,2050254,Barrie,"Barrie, Ontario, Canada, North America",108,20,346,2050254,1567828,1567828,1
West Atacama,1567829,2050255,West Atacama,"West Atacama, Chile, South America",108,20,346,2050255,1567829,1567829,1
660 meter level,1567832,2050258,660 meter level,"660 meter level, Mufulira Mine, Mufulira, Copperbelt, Zambia, Africa",108,20,346,2050258,1567832,1567832,1
Western Scania,1567833,2050259,Western Scania,"Western Scania, Varmland, Sweden, Europe",108,20,346,2050259,1567833,1567833,1
Santo Domingo Mine,1567834,2050260,Santo Domingo Mine,"Santo Domingo Mine, Batopilas, Municipio de Batopilas, Chihuahua, Mexico, North America",108,20,346,2050260,1567834,1567834,1
Molinello Mine,1567836,2050262,Molinello Mine,"Molinello Mine, Chiavari Genova, Liguria, Italy, Europe",108,20,346,2050262,1567836,1567836,1
Vrancice,1567837,2050263,Vrancice,"Vrancice, Pribram, Bohemia, Czech Republic, Europe",108,20,346,2050263,1567837,1567837,1
10 mi. NE of North Bend,1567838,2050264,10 mi. NE of North Bend,"10 mi. NE of North Bend, North Bend, King, Washington, USA, North America",108,20,346,2050264,1567838,1567838,1
Shinarump Nos. 1-3 Mines,1567840,2050266,Shinarump Nos. 1-3 Mines,"Shinarump Nos. 1-3 Mines, Sevenmile Dist., Grand Co., Utah, USA, North America",108,20,346,2050266,1567840,1567840,1
Eifel Dist.,1567842,2050268,Eifel Dist.,"Eifel Dist., Rhineland-Palatinate, Germany, Europe",108,20,346,2050268,1567842,1567842,1
Schellkopf Quarry,1567844,2050270,Schellkopf Quarry,"Schellkopf Quarry, Brenk, Eifel Dist., Rhineland-Palatinate, Germany, Europe",108,20,346,2050270,1567844,1567844,1
Zanskar Range,1567845,2050271,Zanskar Range,"Zanskar Range, Jammu & Kashmir, India, Asia",108,20,346,2050271,1567845,1567845,1
Aldrich Mine,1567846,2050272,Aldrich Mine,"Aldrich Mine, Stoneham, Oxford Co., Maine, USA, North America",108,20,346,2050272,1567846,1567846,1
Kapnik  ,1567847,2050273,Kapnik  ,"Kapnik  , Hungary, Europe",108,20,346,2050273,1567847,1567847,1
Hollinger Mine,1567848,2050274,Hollinger Mine,"Hollinger Mine, PORCUPINE, NIPISSING, Ontario, Canada, North America",108,20,346,2050274,1567848,1567848,1
Stadacona Gold Mine,1567849,2050275,Stadacona Gold Mine,"Stadacona Gold Mine, NORANDA, TIMISKAMING, Quebec, Canada, North America",108,20,346,2050275,1567849,1567849,1
Valsorda,1567851,2050277,Valsorda,"Valsorda, Fleims, Zzap",108,20,346,2050277,1567851,1567851,1
4th of July Mine,1567852,2050278,4th of July Mine,"4th of July Mine, Flint group, Hernandez, Clear Creek area, Picacho Peak, New Idria District, Diablo Range, San Benito Co., California, USA, North America",108,20,346,2050278,1567852,1567852,1
Llano,1567853,2050279,Llano,"Llano, Llano Co., Texas, USA, North America",108,20,346,2050279,1567853,1567853,1
near Llano,1567854,2050280,near Llano,"near Llano, Llano, Llano Co., Texas, USA, North America",108,20,346,2050280,1567854,1567854,1
Calascibetta,1567855,2050281,Calascibetta,"Calascibetta, Enna, Sicily, Italy, Europe",108,20,346,2050281,1567855,1567855,1
Roman Gladna,1567856,2050282,Roman Gladna,"Roman Gladna, Hungary, Europe",108,20,346,2050282,1567856,1567856,1
St. Peter's Dome,1567857,2050283,St. Peter's Dome,"St. Peter's Dome, Cheyenne District (St. Peters Dome District), El Paso Co., Colorado, USA, North America",108,20,346,2050283,1567857,1567857,1
Oumai?,1567858,2050284,Oumai?,"Oumai?, Guyana, Africa",108,20,346,2050284,1567858,1567858,1
South Wheal Buller,1567859,2050285,South Wheal Buller,"South Wheal Buller, Redruth, Cornwall, England, United Kingdom, Europe",108,20,346,2050285,1567859,1567859,1
Sanford Lake Mine,1567860,2050286,Sanford Lake Mine,"Sanford Lake Mine, New York, USA, North America",108,20,346,2050286,1567860,1567860,1
Korarfoit,1567861,2050287,Korarfoit,"Korarfoit, Falun, Falun, Dalarna, Sweden, Europe",108,20,346,2050287,1567861,1567861,1
Pine Tree Claim,1567862,2050288,Pine Tree Claim,"Pine Tree Claim, Bradshaw Mts, Yavapai County, Arizona, Arizona, USA, North America",108,20,346,2050288,1590090,1567862,1
Oldoinyo Lebgai Volcano,1567865,2050291,Oldoinyo Lebgai Volcano,"Oldoinyo Lebgai Volcano, Ngorongoro, Arusha, Tanzania, Africa",108,20,346,2050291,1567865,1567865,1
Western Utah Copper Mine,1567869,2050295,Western Utah Copper Mine,"Western Utah Copper Mine, Gold Hill Mine, Ibapah, Tooele Co., Utah, USA, North America",108,20,346,2050295,1567869,1567869,1
Zlata Bana,1567871,2050297,Zlata Bana,"Zlata Bana, Presov, Slovakia, Europe",108,20,346,2050297,1567871,1567871,1
"Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.)",1567873,2050299,"Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.)","Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.), Missale, Manica, Mozambique, Africa",108,20,346,2050299,1567873,1567873,1
1300' level,1567874,2050300,1300' level,"1300' level, Sterling Mine, Ogdensburg, Sussex Co., New Jersey, USA, North America",108,20,346,2050300,1567874,1567874,1
Beaverhead,1567875,2050301,Beaverhead,"Beaverhead, Sierra, New Mexico, USA, North America",108,20,346,2050301,1567875,1567875,1
Cascade Mtn.,1567877,2050303,Cascade Mtn.,"Cascade Mtn., Gorham, Coos, New Hampshire, USA, North America",108,20,346,2050303,1567877,1567877,1
Mt. Hay,1567878,2050304,Mt. Hay,"Mt. Hay, Queensland, Australia, Oceana",108,20,346,2050304,1567878,1567878,1
Marlborough,1567880,2050306,Marlborough,"Marlborough, Queensland, Australia, Oceana",108,20,346,2050306,1567880,1567880,1
from a placer near Quartzsite,1567881,2050307,from a placer near Quartzsite,"from a placer near Quartzsite, Quartzsite Area, La Paz Co., Arizona, USA, North America",108,20,346,2050307,1567881,1567881,1
Rt. 84,1567882,2050308,Rt. 84,"Rt. 84, Newtown, Fairfield Co., Connecticut, USA, North America",108,20,346,2050308,1567882,1567882,1
Paris Basin,1567883,2050309,Paris Basin,"Paris Basin, France, Europe",108,20,346,2050309,1567883,1567883,1
Ober Karnten,1567884,2050310,Ober Karnten,"Ober Karnten, Carinthia, Austria, Europe",108,20,346,2050310,1567884,1567884,1
Jewel Tunnel,1567885,2050311,Jewel Tunnel,"Jewel Tunnel, Poona, Maharashtra, India, Asia",108,20,346,2050311,1567885,1567885,1
Mt. Bonnie Mine,1567886,2050312,Mt. Bonnie Mine,"Mt. Bonnie Mine, Grove Hill, Northern Territory, Australia, Oceana",108,20,346,2050312,1567886,1567886,1
Gilt Edge Mtn.,1567887,2050313,Gilt Edge Mtn.,"Gilt Edge Mtn., Galena, Lawrence Co., South Dakota, USA, North America",108,20,346,2050313,1567887,1567887,1
Rockport Quarry,1567888,2050314,Rockport Quarry,"Rockport Quarry, Rockport, Essex Co., Massachusetts, USA, North America",108,20,346,2050314,1567888,1567888,1
Forsythe Iron Mine,1567889,2050315,Forsythe Iron Mine,"Forsythe Iron Mine, Hull, Gatineau, Quebec, Canada, North America",108,20,346,2050315,1567889,1567889,1
Cliffs,1567890,2050316,Cliffs,"Cliffs, Hvalfjordur, Kjosar Sysla, Iceland, Europe",108,20,346,2050316,1567890,1567890,1
Kladno,1567891,2050317,Kladno,"Kladno, Czech Republic, Europe",108,20,346,2050317,1567891,1567891,1
Vinarice,1567892,2050318,Vinarice,"Vinarice, Kladno, Czech Republic, Europe",108,20,346,2050318,1567892,1567892,1
Manchester,1567893,2050319,Manchester,"Manchester, Hillsborough Co., New Hampshire, USA, North America",108,20,346,2050319,1567893,1567893,1
Kemsdorf,1567894,2050320,Kemsdorf,"Kemsdorf, Thuringia, Germany, Europe",108,20,346,2050320,1567894,1567894,1
Bushveld,1567895,2050321,Bushveld,"Bushveld, Potgietersrus, Limpopo, South Africa, Africa",108,20,346,2050321,1567895,1567895,1
State Forest No. 2 Quarry,1567896,2050322,State Forest No. 2 Quarry,"State Forest No. 2 Quarry, East Hampton, Middlesex Co., Connecticut, USA, North America",108,20,346,2050322,1567896,1567896,1
Cobalt,1567897,2050323,Cobalt,"Cobalt, State Forest No. 2 Quarry, East Hampton, Middlesex Co., Connecticut, USA, North America",108,20,346,2050323,1567897,1567897,1
northern Chile,1567898,2050324,northern Chile,"northern Chile, Chile, South America",108,20,346,2050324,1567898,1567898,1
1 Mi S Of Tie Siding,1567900,2050326,1 Mi S Of Tie Siding,"1 Mi S Of Tie Siding, Tie Siding Area, Albany Co., Wyoming, USA, North America",108,20,346,2050326,1567900,1567900,1
Valley Camp,1567902,2050328,Valley Camp,"Valley Camp, Brick Co. Quarry, Westmoreland, Pennsylvania, USA, North America",108,20,346,2050328,1567902,1567902,1
Angels Camp District,1567903,2050329,Angels Camp District,"Angels Camp District, Mother Lode Belt, Calaveras Co., California, USA, North America",108,20,346,2050329,1567903,1567903,1
Montreal Mine,1567904,2050330,Montreal Mine,"Montreal Mine, Hurley, Iron Co., Wisconsin, USA, North America",108,20,346,2050330,1567904,1567904,1
Jones Tin Mine,1567905,2050331,Jones Tin Mine,"Jones Tin Mine, South Carolina, USA, North America",108,20,346,2050331,1567905,1567905,1
North Coast Of Africa,1567906,2050332,North Coast Of Africa,"North Coast Of Africa, Zzap",108,20,346,2050332,1567906,1567906,1
Goshen,1567907,2050333,Goshen,"Goshen, New Hampshire, USA, North America",108,20,346,2050333,1567907,1567907,1
Perkin,1567908,2050334,Perkin,"Perkin, Canada, North America",108,20,346,2050334,1567908,1567908,1
Vernon Mining District,1567911,2050337,Vernon Mining District,"Vernon Mining District, White Elephant Mine, Kelowna, British Columbia, Canada, North America",108,20,346,2050337,1567911,1567911,1
S Of Stonehenge Salisbury Plain,1567913,2050339,S Of Stonehenge Salisbury Plain,"S Of Stonehenge Salisbury Plain, Salisbury, Wiltshire, England, United Kingdom, Europe",108,20,346,2050339,1567913,1567913,1
Kilhar,1567914,2050340,Kilhar,"Kilhar, Quebec, Canada, North America",108,20,346,2050340,1567914,1567914,1
southern Harz,1567916,2050342,southern Harz,"southern Harz, Lanterberg, Germany, Europe",108,20,346,2050342,1567916,1567916,1
Fischback,1567917,2050343,Fischback,"Fischback, Rhineland-Palatinate, Germany, Europe",108,20,346,2050343,1567917,1567917,1
Tar Road Rt 547 N Of Grants,1567918,2050344,Tar Road Rt 547 N Of Grants,"Tar Road Rt 547 N Of Grants, Grants, Cibola Co., New Mexico, USA, North America",108,20,346,2050344,1567918,1567918,1
wall of old 850 level mine workings,1567919,2050345,wall of old 850 level mine workings,"wall of old 850 level mine workings, I.M.C. Mine, Carlsbad, Eddy, New Mexico, USA, North America",108,20,346,2050345,1567919,1567919,1
Beaver Lodge,1567920,2050346,Beaver Lodge,"Beaver Lodge, Saskatchewan, Canada, North America",108,20,346,2050346,1567920,1567920,1
Borbur Mine,1567921,2050347,Borbur Mine,"Borbur Mine, Colombia, South America",108,20,346,2050347,1567921,1567921,1
"Originally ""Crystal Mall Excavation""",1567922,2050348,"Originally ""Crystal Mall Excavation""","Originally ""Crystal Mall Excavation"", Crystal Mall, Waterford, New London Co., Connecticut, USA, North America",108,20,346,2050348,1567922,1567922,1
Mine Hill,1567923,2050349,Mine Hill,"Mine Hill, Franklin, New Jersey, USA, North America",108,20,346,2050349,1567923,1567923,1
"N of Gilf Kebir Plateau, Libyan Desert",1567924,2050350,"N of Gilf Kebir Plateau, Libyan Desert","N of Gilf Kebir Plateau, Libyan Desert, Great Sand Sea, Egypt, Africa",108,20,346,2050350,1567924,1567924,1
Sedrun,1567925,2050351,Sedrun,"Sedrun, Tavetsch, Graubunden, Switzerland, Europe",108,20,346,2050351,1567925,1567925,1
West Paterson,1567926,2050352,West Paterson,"West Paterson, New Jersey, USA, North America",108,20,346,2050352,1567926,1567926,1
New Street Quarry,1567928,2050354,New Street Quarry,"New Street Quarry, New Street Quarries, West Paterson, New Jersey, USA, North America",108,20,346,2050354,1567928,1567928,1
Level 14,1567929,2050355,Level 14,"Level 14, Tsumeb Mine, Tsumeb, Oshikoto, Namibia, Africa",108,20,346,2050355,1567929,1567929,1
Esmeralda,1567930,2050356,Esmeralda,"Esmeralda, Thackaringa, Yancowinna Co., New South Wales, Australia, Oceana",108,20,346,2050356,1567930,1567930,1
Millstadter Alpe,1567932,2050358,Millstadter Alpe,"Millstadter Alpe, Radentheim, Austria, Europe",108,20,346,2050358,1567932,1567932,1
(Twin Tunnels),1567933,2050359,(Twin Tunnels),"(Twin Tunnels), Nevel Quarry, Newry, Oxford Co., Maine, USA, North America",108,20,346,2050359,1567933,1567933,1
Braunsdorf,1567934,2050360,Braunsdorf,"Braunsdorf, Freiberg, Saxony, Germany, Europe",108,20,346,2050360,1567934,1567934,1
Yamato Mine Oshima-gun Kagoshima Pref.,1567935,2050361,Yamato Mine Oshima-gun Kagoshima Pref.,"Yamato Mine Oshima-gun Kagoshima Pref., Yamato Mine, Amamioshima, Oshima, Kagoshima, Japan, Asia",108,20,346,2050361,1567935,1567935,1
Campo Lungo,1567936,2050362,Campo Lungo,"Campo Lungo, St. Gotthard, Switzerland, Europe",108,20,346,2050362,1567936,1567936,1
Canzoccoli,1567938,2050364,Canzoccoli,"Canzoccoli, PREDAZZO, Val De Fiemme, Italy, Europe",108,20,346,2050364,1567938,1567938,1
Crawfish Mine,1567939,2050365,Crawfish Mine,"Crawfish Mine, Picher, Ottawa, Oklahoma, USA, North America",108,20,346,2050365,1567939,1567939,1
Case Quarry,1567940,2050366,Case Quarry,"Case Quarry, Portland, Middlesex Co., Connecticut, USA, North America",108,20,346,2050366,1567940,1567940,1
Chautibon,1567941,2050367,Chautibon,"Chautibon, Thailand, Asia",108,20,346,2050367,1567941,1567941,1
Drummond Ledge,1567942,2050368,Drummond Ledge,"Drummond Ledge, Greenwood, Oxford Co., Maine, USA, North America",108,20,346,2050368,1567942,1567942,1
Snake River,1567944,2050370,Snake River,"Snake River, Pioneer Gulch, Seward Peninsula, Nome District, Nome Census Area, Alaska, USA, North America",108,20,346,2050370,1567944,1567944,1
Lost River,1567946,2050372,Lost River,"Lost River, Port Clarence District, Nome Census Area, Alaska, USA, North America",108,20,346,2050372,1567946,1567946,1
Wood Tin Mine,1567947,2050373,Wood Tin Mine,"Wood Tin Mine, Black Hills, Keystone, Pennington Co., South Dakota, USA, North America",108,20,346,2050373,1567947,1567947,1
"Glendale, near Keystone, Black Hills",1567948,2050374,"Glendale, near Keystone, Black Hills","Glendale, near Keystone, Black Hills, Wood Tin Mine, Black Hills, Keystone, Pennington Co., South Dakota, USA, North America",108,20,346,2050374,1567948,1567948,1
Siegerland,1567951,2050377,Siegerland,"Siegerland, George & Son Mine, Volperhausen, North Rhine - Westphalia, Germany, Europe",108,20,346,2050377,1567951,1567951,1
Rudabanya,1567953,2050379,Rudabanya,"Rudabanya, Borsod-abauj-zemplen, Hungary, Europe",108,20,346,2050379,1567953,1567953,1
1600 Level,1567954,2050380,1600 Level,"1600 Level, Quiruvilca Mine, Quiruvilca, Santiago de Chuco, La Libertad, Peru, South America",108,20,346,2050380,1567954,1567954,1
Terra La Sinco,1567955,2050381,Terra La Sinco,"Terra La Sinco, Mexico, North America",108,20,346,2050381,1567955,1567955,1
Castel Lucio,1567957,2050383,Castel Lucio,"Castel Lucio, BOLOGNA/MODENA, Emilia-Romagna, Italy, Europe",108,20,346,2050383,1567957,1567957,1
70 mi South of Nelson,1567961,2050387,70 mi South of Nelson,"70 mi South of Nelson, Howard Valley, South Island, New Zealand, Oceana",108,20,346,2050387,1590448,1567961,1
Zellidja Mine,1567963,2050389,Zellidja Mine,"Zellidja Mine, Oujda, Oujda, Oriental, Morocco, Africa",108,20,346,2050389,1567963,1567963,1
Green Mtn.,1567964,2050390,Green Mtn.,"Green Mtn., Claremont, Sullivan, New Hampshire, USA, North America",108,20,346,2050390,1567964,1567964,1
Pony,1567965,2050391,Pony,"Pony, Madison Co., Montana, USA, North America",108,20,346,2050391,1567965,1567965,1
near Perkins,1567969,2050395,near Perkins,"near Perkins, Macgregor Lake, Perkins, Hull, Quebec, Canada, North America",108,20,346,2050395,1567969,1567969,1
Endresa Estrivifera De Araca,1567970,2050396,Endresa Estrivifera De Araca,"Endresa Estrivifera De Araca, Viloca Mines, Pongo, La Paz, Bolivia, South America",108,20,346,2050396,1567970,1567970,1
Gotoo Mine,1567972,2050398,Gotoo Mine,"Gotoo Mine, Fukae City, Nagasaki, Japan, Asia",108,20,346,2050398,1567972,1567972,1
wall rock,1567973,2050399,wall rock,"wall rock, Buckwheat Mine, Franklin, Sussex Co., New Jersey, USA, North America",108,20,346,2050399,1567973,1567973,1
Santa Rita Mts,1567974,2050400,Santa Rita Mts,"Santa Rita Mts, Pima Co., Arizona, USA, North America",108,20,346,2050400,1567974,1567974,1
Onyx Cave (Cave Hill Deposit),1567975,2050401,Onyx Cave (Cave Hill Deposit),"Onyx Cave (Cave Hill Deposit), Greaterville District, Santa Rita Mts, Santa Cruz Co., Arizona, USA, North America",108,20,346,2050401,1567975,1567975,1
Neusinka,1567976,2050402,Neusinka,"Neusinka, Transylvania, Romania, Europe",108,20,346,2050402,1567976,1567976,1
Last Chance Canyon,1567977,2050403,Last Chance Canyon,"Last Chance Canyon, El Paso Mtns. District, El Paso Mtns., Kern Co., California, USA, North America",108,20,346,2050403,1567977,1567977,1
Whipsaw Mine (Whipshaw Mine; K and K claims; Patented claims 1754),1567979,2050405,Whipsaw Mine (Whipshaw Mine; K and K claims; Patented claims 1754),"Whipsaw Mine (Whipshaw Mine; K and K claims; Patented claims 1754), Whipsaw Gulch (Whipsaw Creek), Copperopolis, Castle Creek District, Bradshaw Mts (Bradshaw Range), Yavapai Co., Arizona, USA, North America",108,20,346,2050405,1567979,1567979,1
Kadogami Mine #2,1567982,2050408,Kadogami Mine #2,"Kadogami Mine #2, Miyako, Iwate, Japan, Asia",108,20,346,2050408,1567982,1567982,1
roadcut E side Highway 507 3.6 km S of Gooderham,1567983,2050409,roadcut E side Highway 507 3.6 km S of Gooderham,"roadcut E side Highway 507 3.6 km S of Gooderham, Highway 507 roadcut, Gooderham, Haliburton, Ontario, Canada, North America",108,20,346,2050409,1567983,1567983,1
Staditz,1567984,2050410,Staditz,"Staditz, Bohemia, Czech Republic, Europe",108,20,346,2050410,1567984,1567984,1
Cassagna Concess. Gambatesa Mine,1567986,2050412,Cassagna Concess. Gambatesa Mine,"Cassagna Concess. Gambatesa Mine, Gambatesa Mine, Chiavari, Genova, Liguria, Italy, Europe",108,20,346,2050412,1567986,1567986,1
Copper Mtn.,1567987,2050413,Copper Mtn.,"Copper Mtn., Box Elder, Utah, USA, North America",108,20,346,2050413,1567987,1567987,1
Lodi Dist.,1567989,2050415,Lodi Dist.,"Lodi Dist., Brucite Mine, Gabbs Dist., Nye Co., Nevada, USA, North America",108,20,346,2050415,1567989,1567989,1
North Star Mine,1567990,2050416,North Star Mine,"North Star Mine, Cripple Creek, Cripple Creek Dist., Teller Co., Colorado, USA, North America",108,20,346,2050416,1567990,1567990,1
Dawson Creek Area,1567992,2050418,Dawson Creek Area,"Dawson Creek Area, Dawson City, Dawson Mining District, Yukon Territory, Canada, North America",108,20,346,2050418,1567992,1567992,1
Diamond Lake,1567993,2050419,Diamond Lake,"Diamond Lake, Ontario, Canada, North America",108,20,346,2050419,1567993,1567993,1
Lucky Lucy Mine,1567994,2050420,Lucky Lucy Mine,"Lucky Lucy Mine, Darwin, Darwin District, Darwin Hills, Inyo Co., California, USA, North America",108,20,346,2050420,1567994,1567994,1
near Nisikkatch Lake,1567996,2050422,near Nisikkatch Lake,"near Nisikkatch Lake, Hoidas Lake, Saskatchewan, Canada, North America",108,20,346,2050422,1567996,1567996,1
Hohenstein,1567998,2050424,Hohenstein,"Hohenstein, SACHSEN, Germany, Europe",108,20,346,2050424,1567998,1567998,1
Mansfield Hollow Dam,1568000,2050426,Mansfield Hollow Dam,"Mansfield Hollow Dam, Mansfield, Tolland Co., Connecticut, USA, North America",108,20,346,2050426,1568000,1568000,1
Kramat-Pulai Mine,1568002,2050428,Kramat-Pulai Mine,"Kramat-Pulai Mine, Kinta Valley, Perak , Peninsular Malaysia (West Malaysia), Malaysia, Asia",108,20,346,2050428,1590564,1568002,1
Tejon Ranch,1568003,2050429,Tejon Ranch,"Tejon Ranch, Lebec, Gorman District, Tehachapi Mtns., Kern Co., California, USA, North America",108,20,346,2050429,1568003,1568003,1
