Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
Nullarbor,1580850,2063276,Nullarbor,"Nullarbor, South Australia, Australia, Oceana",108,20,346,2063276,1580850,1580850,1
Mount Bity,1580851,2063277,Mount Bity,"Mount Bity, Madagascar, Africa",108,20,346,2063277,1580851,1580851,1
Keith,1580852,2063278,Keith,"Keith, Nebraska, USA, North America",108,20,346,2063278,1580852,1580852,1
Norton,1580853,2063279,Norton,"Norton, Kansas, USA, North America",108,20,346,2063279,1580853,1580853,1
Calabar,1580855,2063281,Calabar,"Calabar, Cross River State, Nigeria, Africa",108,20,346,2063281,1580855,1580855,1
Bloomingdale,1580856,2063282,Bloomingdale,"Bloomingdale, New Jersey, USA, North America",108,20,346,2063282,1580856,1580856,1
Federal Mica Mine,1580857,2063283,Federal Mica Mine,"Federal Mica Mine, Bloomingdale, New Jersey, USA, North America",108,20,346,2063283,1580857,1580857,1
Casey,1580858,2063284,Casey,"Casey, Kentucky, USA, North America",108,20,346,2063284,1580858,1580858,1
Waushara,1580859,2063285,Waushara,"Waushara, Wisconsin, USA, North America",108,20,346,2063285,1580859,1580859,1
Bates,1580860,2063286,Bates,"Bates, Missouri, USA, North America",108,20,346,2063286,1580860,1580860,1
Howard,1580861,2063287,Howard,"Howard, Indiana, USA, North America",108,20,346,2063287,1580861,1580861,1
Ashburnham,1580862,2063288,Ashburnham,"Ashburnham, New South Wales, Australia, Oceana",108,20,346,2063288,1580862,1580862,1
North Saugus,1580863,2063289,North Saugus,"North Saugus, Saugus, Essex Co., Massachusetts, USA, North America",108,20,346,2063289,1580863,1580863,1
Christian,1580864,2063290,Christian,"Christian, Missouri, USA, North America",108,20,346,2063290,1580864,1580864,1
Harper,1580866,2063292,Harper,"Harper, Kansas, USA, North America",108,20,346,2063292,1580866,1580866,1
Finney,1580867,2063293,Finney,"Finney, Kansas, USA, North America",108,20,346,2063293,1580867,1580867,1
Dognaczka,1580869,2063295,Dognaczka,"Dognaczka, Banat, Hungary, Europe",108,20,346,2063295,1580869,1580869,1
Perry,1580870,2063296,Perry,"Perry, Missouri, USA, North America",108,20,346,2063296,1580870,1580870,1
Henry,1580871,2063297,Henry,"Henry, Georgia, USA, North America",108,20,346,2063297,1580871,1580871,1
North Murchison goldfield,1580872,2063298,North Murchison goldfield,"North Murchison goldfield, Western Australia, Australia, Oceana",108,20,346,2063298,1580872,1580872,1
Chihuahua,1580874,2063300,Chihuahua,"Chihuahua, Gift Foote Mining County, Chihuahua, Mexico, North America",108,20,346,2063300,1590610,1580874,1
Trumbull,1580875,2063301,Trumbull,"Trumbull, Fairfield Co., Connecticut, USA, North America",108,20,346,2063301,1580875,1580875,1
Claiborne,1580876,2063302,Claiborne,"Claiborne, Tennessee, USA, North America",108,20,346,2063302,1580876,1580876,1
Taney,1580877,2063303,Taney,"Taney, Missouri, USA, North America",108,20,346,2063303,1580877,1580877,1
Huntington,1580878,2063304,Huntington,"Huntington, Hampshire Co., Massachusetts, USA, North America",108,20,346,2063304,1580878,1580878,1
Ashburton,1580879,2063305,Ashburton,"Ashburton, Western Australia, Australia, Oceana",108,20,346,2063305,1580879,1580879,1
Hannah,1580880,2063306,Hannah,"Hannah, Duchesne Co., Utah, USA, North America",108,20,346,2063306,1580880,1580880,1
Pratt,1580881,2063307,Pratt,"Pratt, Kansas, USA, North America",108,20,346,2063307,1580881,1580881,1
Temosachi,1580882,2063308,Temosachi,"Temosachi, Chihuahua, Mexico, North America",108,20,346,2063308,1580882,1580882,1
Portcurtis,1580883,2063309,Portcurtis,"Portcurtis, Queensland, Australia, Oceana",108,20,346,2063309,1580883,1580883,1
Norfolk,1580884,2063310,Norfolk,"Norfolk, Virginia, USA, North America",108,20,346,2063310,1580884,1580884,1
Finmark,1580885,2063311,Finmark,"Finmark, Norway, Europe",108,20,346,2063311,1580885,1580885,1
Zenapecuaro,1580886,2063312,Zenapecuaro,"Zenapecuaro, Michoacan, Mexico, North America",108,20,346,2063312,1580886,1580886,1
Tacaza Mine,1580887,2063313,Tacaza Mine,"Tacaza Mine, Puno, Peru, South America",108,20,346,2063313,1580887,1580887,1
Granada,1580888,2063314,Granada,"Granada, Spain, Europe",108,20,346,2063314,1580888,1580888,1
Keweenaw Point,1580889,2063315,Keweenaw Point,"Keweenaw Point, Michigan, USA, North America",108,20,346,2063315,1580889,1580889,1
Ekaterinoslav,1580891,2063317,Ekaterinoslav,"Ekaterinoslav, Dnipropetrovsk, Ukraine, Europe",108,20,346,2063317,1580891,1580891,1
"Yukhov, Kaluga",1580893,2063319,"Yukhov, Kaluga","Yukhov, Kaluga, Kaluzhsk, Russia, Asia",108,20,346,2063319,1580893,1580893,1
Ural Mountains,1580895,2063321,Ural Mountains,"Ural Mountains, Bisersk, Russia, Asia",108,20,346,2063321,1580895,1580895,1
Castro Nuovo,1580896,2063322,Castro Nuovo,"Castro Nuovo, Italy, Europe",108,20,346,2063322,1580896,1580896,1
Sour el Ghozlane,1580898,2063324,Sour el Ghozlane,"Sour el Ghozlane, Bouira, Algeria, Africa",108,20,346,2063324,1580898,1580898,1
Leavenworth,1580899,2063325,Leavenworth,"Leavenworth, Kansas, USA, North America",108,20,346,2063325,1580899,1580899,1
Sioux,1580900,2063326,Sioux,"Sioux, Nebraska, USA, North America",108,20,346,2063326,1580900,1580900,1
Hardin,1580901,2063327,Hardin,"Hardin, New South Wales, Australia, Oceana",108,20,346,2063327,1580901,1580901,1
Lyon,1580902,2063328,Lyon,"Lyon, Kansas, USA, North America",108,20,346,2063328,1580902,1580902,1
Admire,1580903,2063329,Admire,"Admire, Lyon, Kansas, USA, North America",108,20,346,2063329,1580903,1580903,1
Madhupur jungle,1580907,2063333,Madhupur jungle,"Madhupur jungle, Mymensingh, Bangladesh, Asia",108,20,346,2063333,1590534,1580907,1
Red River,1580908,2063334,Red River,"Red River, Texas, USA, North America",108,20,346,2063334,1580908,1580908,1
Mikkeli,1580909,2063335,Mikkeli,"Mikkeli, Finland, Europe",108,20,346,2063335,1580909,1580909,1
Gascoyne,1580911,2063337,Gascoyne,"Gascoyne, Western Australia, Australia, Oceana",108,20,346,2063337,1580911,1580911,1
Getchell Mine,1580912,2063338,Getchell Mine,"Getchell Mine, Nevada, USA, North America",108,20,346,2063338,1580912,1580912,1
Red House,1580913,2063339,Red House,"Red House, Getchell Mine, Nevada, USA, North America",108,20,346,2063339,1580913,1580913,1
Dvinsk,1580916,2063342,Dvinsk,"Dvinsk, Daugavpils, Latvia, Europe",108,20,346,2063342,1580916,1580916,1
Scott,1580917,2063343,Scott,"Scott, Kansas, USA, North America",108,20,346,2063343,1580917,1580917,1
Adirondacks,1580919,2063345,Adirondacks,"Adirondacks, Tahawus Mtn. Mine, New York, USA, North America",108,20,346,2063345,1580919,1580919,1
Tom Green,1580920,2063346,Tom Green,"Tom Green, Texas, USA, North America",108,20,346,2063346,1580920,1580920,1
Republic,1580922,2063348,Republic,"Republic, Washington, USA, North America",108,20,346,2063348,1580922,1580922,1
Last Chance Mine,1580923,2063349,Last Chance Mine,"Last Chance Mine, Republic, Washington, USA, North America",108,20,346,2063349,1580923,1580923,1
Mt. View Mine,1580925,2063351,Mt. View Mine,"Mt. View Mine, Butte, Butte Dist., Montana, USA, North America",108,20,346,2063351,1580925,1580925,1
Knob Hill Mine,1580926,2063352,Knob Hill Mine,"Knob Hill Mine, Republic, Washington, USA, North America",108,20,346,2063352,1580926,1580926,1
Laacher See,1580927,2063353,Laacher See,"Laacher See, Eifel, Germany, Europe",108,20,346,2063353,1580927,1580927,1
Greenwater Reef Flat - Inside Teara Mea Pass,1580929,2063355,Greenwater Reef Flat - Inside Teara Mea Pass,"Greenwater Reef Flat - Inside Teara Mea Pass, Raiatea, Society Islands, French Polinesia, France, Europe",108,20,346,2063355,1580929,1580929,1
Kendall,1580932,2063358,Kendall,"Kendall, Texas, USA, North America",108,20,346,2063358,1580932,1580932,1
Rayo Dist.,1580934,2063360,Rayo Dist.,"Rayo Dist., Socorro Co., New Mexico, USA, North America",108,20,346,2063360,1580934,1580934,1
Oploca Mine,1580936,2063362,Oploca Mine,"Oploca Mine, Chocaya, Bolivia, South America",108,20,346,2063362,1580936,1580936,1
San Juan,1580940,2063366,San Juan,"San Juan, New Mexico, USA, North America",108,20,346,2063366,1580940,1580940,1
Pyranees,1580942,2063368,Pyranees,"Pyranees, Manleon, France, Europe",108,20,346,2063368,1580942,1580942,1
Singleton,1580944,2063370,Singleton,"Singleton, Durham, New South Wales, Australia, Oceana",108,20,346,2063370,1580944,1580944,1
Amelia Court House,1580945,2063371,Amelia Court House,"Amelia Court House, Virginia, USA, North America",108,20,346,2063371,1580945,1580945,1
Tecamachalco,1580947,2063373,Tecamachalco,"Tecamachalco, Puebla, Mexico, North America",108,20,346,2063373,1580947,1580947,1
Union,1580948,2063374,Union,"Union, Georgia, USA, North America",108,20,346,2063374,1580948,1580948,1
Rancho La Brea,1580949,2063375,Rancho La Brea,"Rancho La Brea, Los Angeles Co., California, USA, North America",108,20,346,2063375,1580949,1580949,1
South Danbury,1580950,2063376,South Danbury,"South Danbury, New Hampshire, USA, North America",108,20,346,2063376,1580950,1580950,1
Schneckenstein,1580952,2063378,Schneckenstein,"Schneckenstein, Saxony, Germany, Europe",108,20,346,2063378,1580952,1580952,1
Lumz,1580953,2063379,Lumz,"Lumz, Austria, Europe",108,20,346,2063379,1580953,1580953,1
Rowe,1580954,2063380,Rowe,"Rowe, Franklin Co., Massachusetts, USA, North America",108,20,346,2063380,1580954,1580954,1
Davis Mine,1580955,2063381,Davis Mine,"Davis Mine, Rowe, Franklin Co., Massachusetts, USA, North America",108,20,346,2063381,1580955,1580955,1
Eastman's Quarry,1580956,2063382,Eastman's Quarry,"Eastman's Quarry, Rutland Co., Vermont, USA, North America",108,20,346,2063382,1580956,1580956,1
Hartford,1580957,2063383,Hartford,"Hartford, Sebastian Co., Arkansas, USA, North America",108,20,346,2063383,1580957,1580957,1
Eisleben,1580958,2063384,Eisleben,"Eisleben, Thuringen, Germany, Europe",108,20,346,2063384,1580958,1580958,1
Nagybereszna,1580960,2063386,Nagybereszna,"Nagybereszna, Ungvar, Ukraine, Europe",108,20,346,2063386,1580960,1580960,1
Ischigualesto basin,1580961,2063387,Ischigualesto basin,"Ischigualesto basin, San Juan, Argentina, South America",108,20,346,2063387,1580961,1580961,1
Mohrland Mine,1580964,2063390,Mohrland Mine,"Mohrland Mine, Emery Co., Utah, USA, North America",108,20,346,2063390,1580964,1580964,1
Quarry Of Cleveland Stone Co.,1580966,2063392,Quarry Of Cleveland Stone Co.,"Quarry Of Cleveland Stone Co., Amherst, Ohio, USA, North America",108,20,346,2063392,1580966,1580966,1
Kangra,1580967,2063393,Kangra,"Kangra, Himachal Pradesh, India, Asia",108,20,346,2063393,1580967,1580967,1
Mitchell,1580968,2063394,Mitchell,"Mitchell, Kansas, USA, North America",108,20,346,2063394,1580968,1580968,1
Floyd,1580970,2063396,Floyd,"Floyd, Virginia, USA, North America",108,20,346,2063396,1580970,1580970,1
Saline Township,1580972,2063398,Saline Township,"Saline Township, Sheridan, Kansas, USA, North America",108,20,346,2063398,1580972,1580972,1
Rio Tinto,1580973,2063399,Rio Tinto,"Rio Tinto, Spain, Europe",108,20,346,2063399,1580973,1580973,1
Hamilton,1580974,2063400,Hamilton,"Hamilton, Ohio, USA, North America",108,20,346,2063400,1580974,1580974,1
Doubs,1580976,2063402,Doubs,"Doubs, Franche-Comte, France, Europe",108,20,346,2063402,1580976,1580976,1
E of Weldon Mine,1580978,2063404,E of Weldon Mine,"E of Weldon Mine, New Jersey, USA, North America",108,20,346,2063404,1580978,1580978,1
Wanaaring,1580980,2063406,Wanaaring,"Wanaaring, Ularara, New South Wales, Australia, Oceana",108,20,346,2063406,1580980,1580980,1
Canoncito,1580981,2063407,Canoncito,"Canoncito, Santa Fe Co., New Mexico, USA, North America",108,20,346,2063407,1580981,1580981,1
Allegan,1580982,2063408,Allegan,"Allegan, Michigan, USA, North America",108,20,346,2063408,1580982,1580982,1
Poplar Hill,1580983,2063409,Poplar Hill,"Poplar Hill, Giles, Virginia, USA, North America",108,20,346,2063409,1580983,1580983,1
Osceola,1580984,2063410,Osceola,"Osceola, Michigan, USA, North America",108,20,346,2063410,1580984,1580984,1
Avon,1580986,2063412,Avon,"Avon, South West Division, Western Australia, Australia, Oceana",108,20,346,2063412,1580986,1580986,1
Witch Mine,1580987,2063413,Witch Mine,"Witch Mine, Missouri, USA, North America",108,20,346,2063413,1580987,1580987,1
Hamblen,1580988,2063414,Hamblen,"Hamblen, Tennessee, USA, North America",108,20,346,2063414,1580988,1580988,1
Wayne,1580989,2063415,Wayne,"Wayne, West Virginia, USA, North America",108,20,346,2063415,1580989,1580989,1
Benarba,1580990,2063416,Benarba,"Benarba, New South Wales, Australia, Oceana",108,20,346,2063416,1580990,1580990,1
Blaauw-Kapel,1580993,2063419,Blaauw-Kapel,"Blaauw-Kapel, Utrecht, Netherlands, Europe",108,20,346,2063419,1580993,1580993,1
Bandera,1580994,2063420,Bandera,"Bandera, Texas, USA, North America",108,20,346,2063420,1580994,1580994,1
Canton Valais,1580995,2063421,Canton Valais,"Canton Valais, Switzerland, Europe",108,20,346,2063421,1580995,1580995,1
Dents Du Midi,1580997,2063423,Dents Du Midi,"Dents Du Midi, Bounaveau, Canton Valais, Switzerland, Europe",108,20,346,2063423,1580997,1580997,1
Vindicator Mine,1581000,2063426,Vindicator Mine,"Vindicator Mine, Cripple Creek Dist., Teller Co., Colorado, USA, North America",108,20,346,2063426,1581000,1581000,1
Tasmania,1581001,2063427,Tasmania,"Tasmania, Australia, Oceana",108,20,346,2063427,1590410,1581001,1
Mount Lyell,1581003,2063429,Mount Lyell,"Mount Lyell, West Lyell Mine, Tasmania, Australia, Oceana",108,20,346,2063429,1590412,1581003,1
Pyranees,1581005,2063431,Pyranees,"Pyranees, Amave, Ariege, France, Europe",108,20,346,2063431,1581005,1581005,1
Pala District,1581007,2063433,Pala District,"Pala District, San Diego Co., California, USA, North America",108,20,346,2063433,1581007,1581007,1
Garnet Mine,1581008,2063434,Garnet Mine,"Garnet Mine, Jarilla Mtns., Orogrande Dist., Otero Co., New Mexico, USA, North America",108,20,346,2063434,1581008,1581008,1
Boulder,1581009,2063435,Boulder,"Boulder, Boulder Co., Colorado, USA, North America",108,20,346,2063435,1581009,1581009,1
Catro,1581010,2063436,Catro,"Catro, Texas, USA, North America",108,20,346,2063436,1581010,1581010,1
Ben Hur Mine,1581011,2063437,Ben Hur Mine,"Ben Hur Mine, Republic, Washington, USA, North America",108,20,346,2063437,1581011,1581011,1
Republic Mine,1581012,2063438,Republic Mine,"Republic Mine, Republic, Washington, USA, North America",108,20,346,2063438,1581012,1581012,1
Bamle,1581013,2063439,Bamle,"Bamle, Norway, Europe",108,20,346,2063439,1581013,1581013,1
Coronado Islands,1581014,2063440,Coronado Islands,"Coronado Islands, San Diego Co., California, USA, North America",108,20,346,2063440,1581014,1581014,1
Hamilton Furnace,1581015,2063441,Hamilton Furnace,"Hamilton Furnace, Missouri, USA, North America",108,20,346,2063441,1581015,1581015,1
Lancaster,1581016,2063442,Lancaster,"Lancaster, Worcester Co., Massachusetts, USA, North America",108,20,346,2063442,1581016,1581016,1
Waverly,1581017,2063443,Waverly,"Waverly, Ohio, USA, North America",108,20,346,2063443,1581017,1581017,1
Niedersachsen,1581018,2063444,Niedersachsen,"Niedersachsen, Germany, Europe",108,20,346,2063444,1581018,1581018,1
Buckeberg,1581020,2063446,Buckeberg,"Buckeberg, Rinteln, Niedersachsen, Germany, Europe",108,20,346,2063446,1581020,1581020,1
Great Notch,1581021,2063447,Great Notch,"Great Notch, New Jersey, USA, North America",108,20,346,2063447,1581021,1581021,1
Windorah,1581023,2063449,Windorah,"Windorah, Barcoo, Queensland, Australia, Oceana",108,20,346,2063449,1581023,1581023,1
Punjab,1581024,2063450,Punjab,"Punjab, Pakistan, Asia",108,20,346,2063450,1581024,1581024,1
Weissitzthal,1581026,2063452,Weissitzthal,"Weissitzthal, Saxony, Germany, Europe",108,20,346,2063452,1581026,1581026,1
Tirlemont,1581028,2063454,Tirlemont,"Tirlemont, Flanders, Belgium, Europe",108,20,346,2063454,1581028,1581028,1
St. Etienne,1581031,2063457,St. Etienne,"St. Etienne, Loire, Rhone-Alpes, France, Europe",108,20,346,2063457,1581031,1581031,1
Utoe,1581032,2063458,Utoe,"Utoe, Sweden, Europe",108,20,346,2063458,1581032,1581032,1
Impruneta,1581033,2063459,Impruneta,"Impruneta, Italy, Europe",108,20,346,2063459,1581033,1581033,1
Rockingham,1581034,2063460,Rockingham,"Rockingham, North Carolina, USA, North America",108,20,346,2063460,1581034,1581034,1
Winsor,1581036,2063462,Winsor,"Winsor, Vermont, USA, North America",108,20,346,2063462,1581036,1581036,1
Medina,1581037,2063463,Medina,"Medina, New York, USA, North America",108,20,346,2063463,1581037,1581037,1
Mt. Con Mine,1581039,2063465,Mt. Con Mine,"Mt. Con Mine, Butte, Butte Dist., Montana, USA, North America",108,20,346,2063465,1581039,1581039,1
Canbelego,1581040,2063466,Canbelego,"Canbelego, New South Wales, Australia, Oceana",108,20,346,2063466,1581040,1581040,1
Fort Dodge Portland Cement Co.,1581041,2063467,Fort Dodge Portland Cement Co.,"Fort Dodge Portland Cement Co., Fort Dodge, Iowa, USA, North America",108,20,346,2063467,1581041,1581041,1
Needle Mountain District,1581044,2063470,Needle Mountain District,"Needle Mountain District, La Plata Co., Colorado, USA, North America",108,20,346,2063470,1581044,1581044,1
Vallecito Group,1581045,2063471,Vallecito Group,"Vallecito Group, Needle Mountain District, La Plata Co., Colorado, USA, North America",108,20,346,2063471,1581045,1581045,1
Tuckahoe,1581046,2063472,Tuckahoe,"Tuckahoe, New York, USA, North America",108,20,346,2063472,1581046,1581046,1
Jiquipilco,1581048,2063474,Jiquipilco,"Jiquipilco, State of Mexico, Mexico, North America",108,20,346,2063474,1581048,1581048,1
Twin Buttes,1581050,2063476,Twin Buttes,"Twin Buttes, Pima District (Olive District; Mineral Hill District; Twin Buttes District), Sierrita Mts, Pima Co., Arizona, USA, North America",108,20,346,2063476,1581050,1581050,1
Lot-et-Garronne,1581052,2063478,Lot-et-Garronne,"Lot-et-Garronne, Aquitaine, France, Europe",108,20,346,2063478,1581052,1581052,1
Hekpoort Paleosol,1581053,2063479,Hekpoort Paleosol,"Hekpoort Paleosol, South Africa, Africa",108,20,346,2063479,1581053,1581053,1
Colquiri,1581054,2063480,Colquiri,"Colquiri, Bolivia, South America",108,20,346,2063480,1581054,1581054,1
Burgos,1581055,2063481,Burgos,"Burgos, Burgos, Spain, Europe",108,20,346,2063481,1581055,1581055,1
Wyandotte,1581056,2063482,Wyandotte,"Wyandotte, Oklahoma, USA, North America",108,20,346,2063482,1581056,1581056,1
Gorakhpur,1581057,2063483,Gorakhpur,"Gorakhpur, Uttar Pradesh, India, Asia",108,20,346,2063483,1581057,1581057,1
various localities,1581058,2063484,various localities,"various localities, Legacy",108,20,346,2063484,1581058,1581058,1
Gayton,1581059,2063485,Gayton,"Gayton, Virginia, USA, North America",108,20,346,2063485,1581059,1581059,1
Stobie Mine,1581061,2063487,Stobie Mine,"Stobie Mine, Sudbury, Canada, North America",108,20,346,2063487,1581061,1581061,1
Paleosol,1581065,2063491,Paleosol,"Paleosol, Nova Scotia, Canada, North America",108,20,346,2063491,1581065,1581065,1
